game_id,msrp_price_x,switch_date_x,publisher_x,download_size_x,meta_critic_x,user_score_x,usk_rating_x,languages_x,platforms_x,hltb_main_story,hltb_main_plus_extra,hltb_completionist,avg_score,lang_count,plat_count,success,genres,offline_players,local_wireless,online_players,developer,publisher_y,meta_critic_y,user_score_y,opencritic_score,usk_rating_y,play_modes,languages_y,platforms_y,title
rayman-legends-definitive-edition,39.99,2017-09-12,Ubisoft,2.951,84.0,8.5,6.0,"English, Spanish, French, German, Italian, Dutch, Portuguese, Russian",Nintendo Switch,10.0,16.0,31.5,84.5,8,1,1,Platformer; Action; Adventure,1 - 4,2,1,Ubisoft Montpellier,Ubisoft,84,8.5,86.0,6.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian, Dutch, Portuguese, Russian",Nintendo Switch,Rayman Legends Definitive Edition
star-of-providence,13.99,2025-02-20,Bigmode,0.2392578125,84.0,8.5,12.0,"Japanese, English, Portuguese, Spanish, French, German, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",5.5,19.5,64.5,84.5,8,2,1,Action; Arcade,1,,,Team D-13,Bigmode,84,8.5,,12.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",Star of Providence
shin-megami-tensei-v,59.99,2021-11-12,SEGA,12.927,84.0,8.4,12.0,"English, Spanish, French, German, Italian",Nintendo Switch,46.0,69.5,97.0,84.0,5,1,1,Role-Playing; Strategy,1,,,ATLUS,SEGA,84,8.4,85.0,12.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian",Nintendo Switch,Shin Megami Tensei V
signalis-switch,19.99,2022-10-27,Humble Games,3.755,84.0,8.4,16.0,"Japanese, English, Spanish, French, German, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox Series X|S, Xbox One, Steam",9.0,11.0,13.5,84.0,9,5,1,Action; Adventure,1,,,rose-engine,Humble Games,84,8.4,82.0,16.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox Series X|S, Xbox One, Steam",SIGNALIS
soma,28.99,2025-07-24,Abylight,16.034,84.0,8.4,16.0,"Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",9.0,11.0,11.0,84.0,10,4,1,Adventure,1,,,Frictional Games,Abylight,84,8.4,83.0,16.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",SOMA
ender-lilies-quietus-of-the-knights,24.99,2021-06-21,Binary Haze Interactive,1.926,84.0,8.2,12.0,"Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox Series X|S, Xbox One, Steam",12.5,18.5,21.0,83.0,11,5,1,Action; Role-Playing; Adventure,1,,,"Live Wire,Adglobe",Binary Haze Interactive,84,8.2,85.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox Series X|S, Xbox One, Steam",ENDER LILIES: Quietus of the Knights
blasphemous-2,29.99,2023-08-24,Team17,2.568,84.0,8.3,16.0,"Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",16.0,20.5,25.5,83.5,11,6,1,Role-Playing; Platformer; Action; Adventure,1,,,The Game Kitchen,Team17,84,8.3,84.0,16.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Blasphemous 2
thronebreaker-the-witcher-tales,19.99,2020-01-28,CD PROJEKT,4.366,84.0,8.3,12.0,"Japanese, English, Spanish, Portuguese, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",28.0,36.5,42.5,83.5,11,4,1,Adventure; Role-Playing,1,,,CD PROJEKT,CD PROJEKT,84,8.3,85.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, Portuguese, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Thronebreaker: The Witcher Tales
the-legend-of-heroes-trails-of-cold-steel-iii,59.99,2020-06-30,NIS America,7.117,84.0,8.3,12.0,"English, French","Nintendo Switch, PlayStation 5, PlayStation 4, Steam",60.0,97.5,121.5,83.5,2,4,1,Role-Playing; Action; Adventure,1,,,Falcom,NIS America,84,8.3,83.0,12.0,"TV, Tabletop, Handheld","English, French","Nintendo Switch, PlayStation 5, PlayStation 4, Steam",The Legend of Heroes: Trails of Cold Steel III
lost-in-play-switch,19.99,2022-08-10,Joystick Ventures,1.518,84.0,8.3,0.0,"Japanese, English, Spanish, Portuguese, French, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Steam",4.5,4.5,5.0,83.5,12,4,1,Adventure; Puzzle,1,,,Happy Juice Games,Joystick Ventures,84,8.3,85.0,0.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, Portuguese, French, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Steam",Lost in Play
toodee-and-topdee-switch,19.99,2022-04-14,diet zribi,0.134765625,84.0,8.3,6.0,"Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",6.5,9.5,14.5,83.5,11,6,1,Platformer; Puzzle; Action; Adventure,1 - 2,,,Diet Zribi,diet zribi,84,8.3,81.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Toodee and Topdee
spiritfarer,24.99,2020-08-19,Thunder Lotus Games,4.066,84.0,8.2,6.0,"Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",25.5,33.0,42.5,83.0,11,4,1,Simulation; Adventure,1 - 2,,,Thunder Lotus,Thunder Lotus Games,84,8.2,87.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Spiritfarer
bayonetta-digital-version,29.99,2018-02-16,Nintendo,8.793,84.0,8.2,18.0,"Japanese, English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 4, Xbox One, Steam",11.5,15.5,42.0,83.0,6,4,1,Action,1,,,Platinum Games,Nintendo,84,8.2,85.0,18.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 4, Xbox One, Steam",Bayonetta
lil-gator-game,19.5,2022-12-14,Playtonic Friends,0.4267578125,84.0,8.4,0.0,"English, Spanish, Portuguese, French, German","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",3.0,4.0,5.0,84.0,5,6,1,Adventure; Platformer,1,,,Mega Wobble,Playtonic Friends,84,8.4,83.0,0.0,"TV, Tabletop, Handheld","English, Spanish, Portuguese, French, German","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Lil Gator Game
world-of-goo,14.99,2017-03-24,Tomorrow,0.1357421875,84.0,8.2,0.0,"English, Spanish, French, German, Italian, Dutch","Nintendo Switch, Steam",6.0,8.0,14.0,83.0,6,2,1,Puzzle; Strategy; Simulation; Multiplayer,1 - 2,1 - 2,,2D BOY,Tomorrow,84,8.2,85.0,0.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian, Dutch","Nintendo Switch, Steam",World of Goo
quake-ii,9.99,2023-08-10,Bethesda,3.059,84.0,8.2,18.0,"English, Spanish, French, German, Italian, Russian","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",7.0,9.5,15.0,83.0,6,6,1,First-Person; Action,1 - 4,1 - 8,1 - 16,id Software; Nightdive Studios,Bethesda,84,8.2,89.0,18.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian, Russian","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Quake II
fuga-melodies-of-steel-2,39.99,2023-05-11,CyberConnect2,4.828,84.0,8.2,16.0,"Japanese, English, Spanish, Portuguese, French, German, Italian, Russian, Korean, Chinese (Simplified)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",20.5,23.5,35.5,83.0,10,6,1,Role-Playing,1,,,CyberConnect2,CyberConnect2,84,8.2,84.0,16.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, Portuguese, French, German, Italian, Russian, Korean, Chinese (Simplified)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Fuga: Melodies of Steel 2
super-mario-rpg,59.99,2023-11-17,Nintendo,6.533,84.0,8.0,6.0,"Japanese, English, Spanish, French, German, Italian, Dutch, Korean, Chinese (Simplified), Chinese (Traditional)",Nintendo Switch,12.0,14.5,20.0,82.0,10,1,1,Role-Playing; Adventure,1,,,Nintendo,Nintendo,84,8.0,84.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Dutch, Korean, Chinese (Simplified), Chinese (Traditional)",Nintendo Switch,Super Mario RPG
what-the-golf,19.99,2020-05-21,Triband,1.952,84.0,8.1,6.0,"Japanese, English, Spanish, French, Portuguese, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Steam",3.5,6.0,8.5,82.5,12,4,1,Arcade; Action; Party; Puzzle,1 - 2,,,Triband,Triband,84,8.1,84.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, Portuguese, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Steam",WHAT THE GOLF?
atelier-ryza-ever-darkness-and-the-secret-hideout,59.99,2019-11-01,KOEI TECMO AMERICA,5.986,84.0,8.1,12.0,English,"Nintendo Switch, PlayStation 4, Steam",27.5,42.0,60.0,82.5,1,3,1,Role-Playing,1,,,KOEI TECMO GAMES,KOEI TECMO AMERICA,84,8.1,80.0,12.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, PlayStation 4, Steam",Atelier Ryza: Ever Darkness & the Secret Hideout
shovel-knight-specter-of-torment,9.99,2017-03-03,Yacht Club Games,0.2421875,84.0,8.1,6.0,"Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Steam",4.5,5.5,7.5,82.5,11,3,1,Action; Adventure; Platformer,1,,,Yacht Club Games,Yacht Club Games,84,8.1,86.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Steam",Shovel Knight: Specter of Torment
stories-from-sol-the-gun-dog,18.99,2025-02-20,Astrolabe Games,0.330078125,84.0,8.1,0.0,"Japanese, English, Spanish, French, German, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Steam",7.0,9.5,12.5,82.5,7,4,1,Adventure; Role-Playing,1,,,Space Colony Studios,Astrolabe Games,84,8.1,79.0,0.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Steam",Stories from Sol: The Gun-Dog
steins-gate-my-darlings-embrace,29.99,2019-12-10,Spike Chunsoft US,2.843,73.0,9.5,0.0,English,"Nintendo Switch, PlayStation 4, Steam",15.5,23.5,27.0,84.0,1,3,1,Adventure,1,,,MAGES.,Spike Chunsoft US,73,9.5,74.0,0.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, PlayStation 4, Steam",STEINS;GATE: My Darling's Embrace
prison-princess,16.79,2020-01-30,qureate,0.5595703125,73.0,9.0,16.0,"Japanese, English, Chinese (Traditional)","Nintendo Switch, Steam",4.0,4.5,6.0,81.5,3,2,1,Adventure; Puzzle,1,,,qureate,qureate,73,9.0,,16.0,"TV, Tabletop, Handheld","Japanese, English, Chinese (Traditional)","Nintendo Switch, Steam",Prison Princess
spirit-hunter-ng,49.99,2019-10-10,Aksys Games,1.096,73.0,8.3,18.0,English,"Nintendo Switch, PlayStation 4, Steam",16.5,16.5,18.5,78.0,1,3,1,Adventure,1,,,EXPERIENCE; Ghostlight,Aksys Games,73,8.3,82.0,18.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, PlayStation 4, Steam",Spirit Hunter: NG
snk-gals-fighters,7.99,2020-04-30,SNK,0.126953125,73.0,8.3,12.0,"Japanese, English",Nintendo Switch,0.5,1.0,2.0,78.0,2,1,1,Fighting,1 - 2,,,,SNK,73,8.3,70.0,12.0,"TV, Tabletop, Handheld","Japanese, English",Nintendo Switch,SNK GALS' FIGHTERS
bittrip-beat,4.99,2020-12-25,QubicGames,0.2666015625,73.0,8.3,0.0,English,"Nintendo Switch, Steam",3.5,7.0,11.0,78.0,1,2,1,Arcade; Music; Action; Puzzle,1,,,Gaijin Games,QubicGames,73,8.3,,0.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, Steam",BIT.TRIP BEAT
kunai,16.99,2020-02-07,The Arcade Crew,0.9873046875,73.0,8.1,12.0,"English, Spanish, French, German, Italian, Russian","Nintendo Switch, Steam",7.5,8.5,9.0,77.0,6,2,1,Action; Platformer; Adventure,1,,,TurtleBlaze,The Arcade Crew,73,8.1,76.0,12.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian, Russian","Nintendo Switch, Steam",KUNAI
horizon-chase-2,24.99,2023-09-14,Epic Games,3.454,73.0,8.0,0.0,"Japanese, English, French, Portuguese, Spanish, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One",5.5,11.0,18.0,76.5,11,5,1,Racing; Arcade,1 - 4,,1 - 4,Aquiris Game Studio,Epic Games,73,8.0,78.0,0.0,"TV, Tabletop, Handheld","Japanese, English, French, Portuguese, Spanish, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One",Horizon Chase 2
ghostrunner,29.99,2020-11-11,505 Games,11.208,73.0,7.9,18.0,"Portuguese, English, Spanish, French, German, Italian, Russian","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",7.0,9.0,14.0,76.0,7,6,1,Action; Adventure,1,,,One More Level,505 Games,73,7.9,81.0,18.0,"TV, Tabletop, Handheld","Portuguese, English, Spanish, French, German, Italian, Russian","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Ghostrunner
fatal-frame-mask-of-the-lunar-eclipse-switch,49.99,2023-03-09,KOEI TECMO AMERICA,6.809,73.0,7.9,18.0,"English, French, German","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",12.5,13.5,23.5,76.0,3,6,1,Adventure,1,,,KOEI TECMO GAMES,KOEI TECMO AMERICA,73,7.9,70.0,18.0,"TV, Tabletop, Handheld","English, French, German","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",FATAL FRAME: Mask of the Lunar Eclipse
trine-enchanted-edition,14.99,2018-11-09,Frozenbyte,2.28,73.0,7.9,12.0,"English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 4, Xbox One, Steam",6.0,8.5,15.0,76.0,5,4,1,Action; Platformer; Puzzle; Adventure,1 - 3,1 - 3,1 - 3,Frozenbyte,Frozenbyte,73,7.9,81.0,12.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 4, Xbox One, Steam",Trine Enchanted Edition
koa-and-the-five-pirates-of-mara,19.99,2023-07-27,CHIBIG,1.435,73.0,7.9,6.0,"English, Spanish, French, German","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",3.5,5.5,7.5,76.0,4,6,1,Platformer; Adventure,1,,,Chibig; Undercoders; Talpa Games,CHIBIG,73,7.9,74.0,6.0,"TV, Tabletop, Handheld","English, Spanish, French, German","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Koa and the Five Pirates of Mara
kingdom-rush-frontiers,9.99,2020-02-27,Ironhide Game Studio,0.41015625,73.0,7.9,6.0,"Japanese, English, Spanish, French, German, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Xbox One, Steam",10.5,18.0,34.5,76.0,10,3,1,Strategy; Action,1,,,Ironhide Game Studio,Ironhide Game Studio,73,7.9,67.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Xbox One, Steam",Kingdom Rush Frontiers
the-testament-of-sherlock-holmes,24.99,2023-03-09,Frogwares,5.138,73.0,7.9,18.0,"Japanese, Portuguese, English, Spanish, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Steam",12.0,13.0,13.5,76.0,10,3,1,Adventure; Puzzle,1,,,Frogwares,Frogwares,73,7.9,,18.0,"TV, Tabletop, Handheld","Japanese, Portuguese, English, Spanish, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Steam",The Testament of Sherlock Holmes
long-live-the-queen,9.99,2022-07-14,Ratalaika Games,0.201171875,73.0,7.9,6.0,"Japanese, English, Spanish, French, German","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",4.0,9.5,16.5,76.0,5,6,1,Adventure; Simulation,1,,,Hanako Games,Ratalaika Games,73,7.9,,6.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Long Live The Queen
guard-duty,9.99,2020-04-24,Ratalaika Games,1.518,73.0,7.9,12.0,"English, Spanish, French, German","Nintendo Switch, PlayStation 4, Xbox One, Steam",4.5,5.0,5.0,76.0,4,4,1,Adventure,1,,,Sick Chicken Studios,Ratalaika Games,73,7.9,73.0,12.0,"TV, Tabletop, Handheld","English, Spanish, French, German","Nintendo Switch, PlayStation 4, Xbox One, Steam",Guard Duty
harvestella-switch,59.99,2022-11-04,SQUARE ENIX,9.47,73.0,7.8,12.0,"Japanese, English, Spanish, French, German","Nintendo Switch, Steam",46.5,68.5,99.0,75.5,5,2,1,Simulation; Role-Playing; Action; Adventure,1,,,Square Enix,SQUARE ENIX,73,7.8,74.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German","Nintendo Switch, Steam",HARVESTELLA
gunvolt-chronicles-luminous-avenger-ix-2,22.49,2022-01-26,Inti Creates,1.713,77.0,7.6,6.0,"Japanese, English, Portuguese, Spanish, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",3.5,5.5,8.5,76.5,10,6,1,Action,1,,,INTI CREATES,Inti Creates,77,7.6,79.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Gunvolt Chronicles: Luminous Avenger iX 2
itta,14.79,2020-04-22,Armor Games Studios,0.318359375,77.0,7.6,16.0,"Japanese, English, Spanish, Portuguese, French, German, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",3.5,4.0,5.0,76.5,9,2,1,Action; Adventure,1,,,Glass Revolver,Armor Games Studios,77,7.6,76.0,16.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, Portuguese, French, German, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",ITTA
tiny-barbarian-dx,29.99,2017-10-10,Nicalis,0.1591796875,77.0,7.6,12.0,English,"Nintendo Switch, Steam",10.0,10.5,11.0,76.5,1,2,1,Action; Adventure; Platformer; Multiplayer,1 - 2,,,StarQuail Games,Nicalis,77,7.6,75.0,12.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, Steam",Tiny Barbarian DX
reigns-kings-and-queens,7.99,2018-09-20,Devolver Digital,0.2978515625,77.0,7.6,12.0,"Japanese, English, Spanish, French, German, Italian, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)",Nintendo Switch,4.0,7.5,15.0,76.5,11,1,1,Adventure; Role-Playing; Strategy; Simulation,1 - 2,,,Nerial,Devolver Digital,77,7.6,79.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)",Nintendo Switch,Reigns: Kings & Queens
electronic-super-joy,7.99,2019-11-28,Hard Copy Games,0.4853515625,77.0,7.6,6.0,English,"Nintendo Switch, PlayStation 4, Xbox One, Steam",3.0,6.5,16.0,76.5,1,4,1,Platformer; Arcade; Action; Music,1,,,Michael Todd Games,Hard Copy Games,77,7.6,78.0,6.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, PlayStation 4, Xbox One, Steam",Electronic Super Joy
super-monkey-ball-banana-rumble,49.99,2024-06-25,SEGA,4.804,77.0,7.6,12.0,"Japanese, English, Spanish, Portuguese, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)",Nintendo Switch,4.5,8.0,14.0,76.5,10,1,1,Arcade; Party; Platformer; Multiplayer,1 - 4,2 - 4,1 - 16,SEGA,SEGA,77,7.6,77.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, Portuguese, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)",Nintendo Switch,Super Monkey Ball Banana Rumble
bonfire-peaks,16.79,2021-09-30,Draknek,1.38,77.0,7.5,6.0,"Japanese, English, Spanish, French, Portuguese, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Steam",13.5,21.5,32.5,76.0,11,4,1,Puzzle; Adventure,1,,,Draknek; Friends,Draknek,77,7.5,81.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, Portuguese, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Steam",Bonfire Peaks
rush-rally-origins,12.99,2021-08-18,Brownmonster,0.6337890625,77.0,7.5,0.0,"Japanese, English, Spanish, French, Portuguese, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",6.0,15.5,41.0,76.0,12,4,1,Racing; Arcade; Simulation; Sports,1,,6,Brownmonster,Brownmonster,77,7.5,70.0,0.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, Portuguese, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Rush Rally Origins
little-big-workshop,19.99,2020-10-01,HandyGames,0.7568359375,77.0,7.5,6.0,"Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",20.5,21.5,26.0,76.0,11,4,1,Simulation; Strategy,1,,,Mirage Game Studios,HandyGames,77,7.5,74.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Little Big Workshop
1979-revolution-black-friday,11.99,2018-08-02,Digerati,4.161,77.0,7.4,18.0,"English, Spanish, French, German, Russian","Nintendo Switch, PlayStation 4, Xbox One, Steam",2.0,3.0,6.0,75.5,5,4,1,Adventure,1,,,Ink Stories,Digerati,77,7.4,78.0,18.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Russian","Nintendo Switch, PlayStation 4, Xbox One, Steam",1979 Revolution: Black Friday
moving-out,24.99,2020-04-28,Team17,1.1,77.0,7.4,6.0,"Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",5.0,10.0,18.5,75.5,11,4,1,Strategy; Multiplayer; Simulation; Party,1 - 4,,,SMG Studio,Team17,77,7.4,77.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Moving Out
darksiders-2-deathinitive-edition,29.99,2019-09-26,THQ Nordic,14.251,77.0,7.4,16.0,"Japanese, English, Portuguese, Spanish, French, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",20.0,29.5,52.0,75.5,12,6,1,Action; Adventure,1,,,THQ Nordic,THQ Nordic,77,7.4,74.0,16.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Darksiders II Deathinitive Edition
northgard,34.99,2019-09-26,Shiro Games,0.7578125,77.0,7.4,6.0,"Japanese, English, Spanish, French, Portuguese, German, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",14.5,35.0,85.5,75.5,9,4,1,Strategy; Multiplayer,1,,1 - 6,Shiro Games,Shiro Games,77,7.4,79.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, Portuguese, German, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Northgard
arzette-the-jewel-of-faramore,19.99,2024-02-14,Limited Run Games,1.938,77.0,7.4,12.0,"English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Steam",3.5,4.0,5.5,75.5,5,5,1,Action; Adventure; Platformer,1,,,Seedy Eye Software,Limited Run Games,77,7.4,76.0,12.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Steam",Arzette: The Jewel of Faramore
